username,rating,date,review,clean,Token,Stopwords,Stemming,Label
arini novitasari,2,9/2/2023 21:24,"bintang segini dulu, soalnya tadi mau tap lagu starboy dari playlist malah gabisa. terus ada notif ""putar lagi untuk besok, dapatkan premium untuk memutar lagu apa saja"". ak taw km mau semua pengguna jadi premium, tapi ga gini juga caranya. ga harus selalu premium, padahal cuma mau tap lagu dari playlist, mau keacak waktu keputer setelah tap lagu itu tadi juga gpp. biasanya udah ok bisa puter lagu, terus diacak. sekarang malah gabisa. tingkatin ya, thanks before.",bintang segini dulu soalnya tadi mau tap lagu starboy dari playlist malah gabisa terus ada notif putar lagi untuk besok dapatkan premium untuk memutar lagu apa saja ak taw km mau semua pengguna jadi premium tapi ga gini juga caranya ga harus selalu premium padahal cuma mau tap lagu dari playlist mau keacak waktu keputer setelah tap lagu itu tadi juga gpp biasanya udah ok bisa puter lagu terus diacak sekarang malah gabisa tingkatin ya thanks before,"['bintang', 'segini', 'dulu', 'soalnya', 'tadi', 'mau', 'tap', 'lagu', 'starboy', 'dari', 'playlist', 'malah', 'gabisa', 'terus', 'ada', 'notif', 'putar', 'lagi', 'untuk', 'besok', 'dapatkan', 'premium', 'untuk', 'memutar', 'lagu', 'apa', 'saja', 'ak', 'taw', 'km', 'mau', 'semua', 'pengguna', 'jadi', 'premium', 'tapi', 'ga', 'gini', 'juga', 'caranya', 'ga', 'harus', 'selalu', 'premium', 'padahal', 'cuma', 'mau', 'tap', 'lagu', 'dari', 'playlist', 'mau', 'keacak', 'waktu', 'keputer', 'setelah', 'tap', 'lagu', 'itu', 'tadi', 'juga', 'gpp', 'biasanya', 'udah', 'ok', 'bisa', 'puter', 'lagu', 'terus', 'diacak', 'sekarang', 'malah', 'gabisa', 'tingkatin', 'ya', 'thanks', 'before']","['bintang', 'segini', 'tap', 'lagu', 'starboy', 'playlist', 'gabisa', 'notif', 'putar', 'besok', 'dapatkan', 'premium', 'memutar', 'lagu', 'ak', 'taw', 'km', 'pengguna', 'premium', 'ga', 'gini', 'ga', 'premium', 'tap', 'lagu', 'playlist', 'keacak', 'keputer', 'tap', 'lagu', 'gpp', 'udah', 'ok', 'puter', 'lagu', 'diacak', 'gabisa', 'tingkatin', 'thanks', 'before']","['bintang', 'gin', 'tap', 'lagu', 'starboy', 'playlist', 'gabisa', 'notif', 'putar', 'besok', 'dapat', 'premium', 'putar', 'lagu', 'ak', 'taw', 'km', 'guna', 'premium', 'ga', 'gin', 'ga', 'premium', 'tap', 'lagu', 'playlist', 'acak', 'puter', 'tap', 'lagu', 'gpp', 'udah', 'ok', 'puter', 'lagu', 'acak', 'gabisa', 'tingkatin', 'thanks', 'before']",Negative
Sunny *akun belajar* (Sunny/Shanny),3,9/2/2023 16:36,"Updatenya Agak aneh nih dari biasanya, biasanya bisa setiap jam dengerin lagu. Sekarang gk bisa. Masa harus premium buat dengerin lagu setiap jam? Kalo gak premium gak boleh lanjutin denger lagu selama beberapa jam, harus tunggu besokk😔. Tolong dong jangan kek gituu, jadi gak suka sama Spotify😕",updatenya agak aneh nih dari biasanya biasanya bisa setiap jam dengerin lagu sekarang gk bisa masa harus premium buat dengerin lagu setiap jam kalo gak premium gak boleh lanjutin denger lagu selama beberapa jam harus tunggu besokk  tolong dong jangan kek gituu jadi gak suka sama spotify ,"['updatenya', 'agak', 'aneh', 'nih', 'dari', 'biasanya', 'biasanya', 'bisa', 'setiap', 'jam', 'dengerin', 'lagu', 'sekarang', 'gk', 'bisa', 'masa', 'harus', 'premium', 'buat', 'dengerin', 'lagu', 'setiap', 'jam', 'kalo', 'gak', 'premium', 'gak', 'boleh', 'lanjutin', 'denger', 'lagu', 'selama', 'beberapa', 'jam', 'harus', 'tunggu', 'besokk', 'tolong', 'dong', 'jangan', 'kek', 'gituu', 'jadi', 'gak', 'suka', 'sama', 'spotify']","['updatenya', 'aneh', 'nih', 'jam', 'dengerin', 'lagu', 'gk', 'premium', 'dengerin', 'lagu', 'jam', 'kalo', 'gak', 'premium', 'gak', 'lanjutin', 'denger', 'lagu', 'jam', 'tunggu', 'besokk', 'tolong', 'kek', 'gituu', 'gak', 'suka', 'spotify']","['updatenya', 'aneh', 'nih', 'jam', 'dengerin', 'lagu', 'gk', 'premium', 'dengerin', 'lagu', 'jam', 'kalo', 'gak', 'premium', 'gak', 'lanjutin', 'denger', 'lagu', 'jam', 'tunggu', 'besokk', 'tolong', 'kek', 'gituu', 'gak', 'suka', 'spotify']",Negative
Anugrah Nugita,3,9/19/2023 7:10,"Pertama download sih bagus dan baik baik aja bahkan bisa lihat video berulang,lagu nya di ulang, gak ada iklan tapi sebulan kemudian muncul iklan, gak bisa ngulang lagu, dan gak bisa liat video berulang nya dan di suruh beralih ke premium terus jadi nya kan males tolong perbaiki",pertama download sih bagus dan baik baik aja bahkan bisa lihat video berulanglagu nya di ulang gak ada iklan tapi sebulan kemudian muncul iklan gak bisa ngulang lagu dan gak bisa liat video berulang nya dan di suruh beralih ke premium terus jadi nya kan males tolong perbaiki,"['pertama', 'download', 'sih', 'bagus', 'dan', 'baik', 'baik', 'aja', 'bahkan', 'bisa', 'lihat', 'video', 'berulanglagu', 'nya', 'di', 'ulang', 'gak', 'ada', 'iklan', 'tapi', 'sebulan', 'kemudian', 'muncul', 'iklan', 'gak', 'bisa', 'ngulang', 'lagu', 'dan', 'gak', 'bisa', 'liat', 'video', 'berulang', 'nya', 'dan', 'di', 'suruh', 'beralih', 'ke', 'premium', 'terus', 'jadi', 'nya', 'kan', 'males', 'tolong', 'perbaiki']","['download', 'bagus', 'aja', 'lihat', 'video', 'berulanglagu', 'ulang', 'gak', 'iklan', 'sebulan', 'muncul', 'iklan', 'gak', 'ngulang', 'lagu', 'gak', 'liat', 'video', 'berulang', 'suruh', 'beralih', 'premium', 'males', 'tolong', 'perbaiki']","['download', 'bagus', 'aja', 'lihat', 'video', 'berulanglagu', 'ulang', 'gak', 'iklan', 'bulan', 'muncul', 'iklan', 'gak', 'ngulang', 'lagu', 'gak', 'liat', 'video', 'ulang', 'suruh', 'alih', 'premium', 'males', 'tolong', 'baik']",Negative
IVENA SALSABILA,4,9/19/2023 12:20,"Untuk pemutaran lagu tidak masalah, tapi ini kenapa kok liriknya tidak bisa terlihat ya? Saya sudah hapus chance, uninstall aplikasi, dan logout tp tetap saja bbrp lagu liriknya tidak ada. Tolong bantuannya.",untuk pemutaran lagu tidak masalah tapi ini kenapa kok liriknya tidak bisa terlihat ya saya sudah hapus chance uninstall aplikasi dan logout tp tetap saja bbrp lagu liriknya tidak ada tolong bantuannya,"['untuk', 'pemutaran', 'lagu', 'tidak', 'masalah', 'tapi', 'ini', 'kenapa', 'kok', 'liriknya', 'tidak', 'bisa', 'terlihat', 'ya', 'saya', 'sudah', 'hapus', 'chance', 'uninstall', 'aplikasi', 'dan', 'logout', 'tp', 'tetap', 'saja', 'bbrp', 'lagu', 'liriknya', 'tidak', 'ada', 'tolong', 'bantuannya']","['pemutaran', 'lagu', 'liriknya', 'hapus', 'chance', 'uninstall', 'aplikasi', 'logout', 'bbrp', 'lagu', 'liriknya', 'tolong', 'bantuannya']","['putar', 'lagu', 'lirik', 'hapus', 'chance', 'uninstall', 'aplikasi', 'logout', 'bbrp', 'lagu', 'lirik', 'tolong', 'bantu']",Positive
risnu a,1,9/18/2023 15:53,"Enggak bagus banget aplikasi Spotify ini suka banyak iklan yang enggak jelas dan juga enggak bisa pilih lagu yang kita senangi sendiri , kalo bisa di ubah lah jangan seperti itu nanti banyak orang yang enggak mau lagi download aplikasi Spotify",enggak bagus banget aplikasi spotify ini suka banyak iklan yang enggak jelas dan juga enggak bisa pilih lagu yang kita senangi sendiri  kalo bisa di ubah lah jangan seperti itu nanti banyak orang yang enggak mau lagi download aplikasi spotify,"['enggak', 'bagus', 'banget', 'aplikasi', 'spotify', 'ini', 'suka', 'banyak', 'iklan', 'yang', 'enggak', 'jelas', 'dan', 'juga', 'enggak', 'bisa', 'pilih', 'lagu', 'yang', 'kita', 'senangi', 'sendiri', 'kalo', 'bisa', 'di', 'ubah', 'lah', 'jangan', 'seperti', 'itu', 'nanti', 'banyak', 'orang', 'yang', 'enggak', 'mau', 'lagi', 'download', 'aplikasi', 'spotify']","['bagus', 'banget', 'aplikasi', 'spotify', 'suka', 'iklan', 'pilih', 'lagu', 'senangi', 'kalo', 'ubah', 'orang', 'download', 'aplikasi', 'spotify']","['bagus', 'banget', 'aplikasi', 'spotify', 'suka', 'iklan', 'pilih', 'lagu', 'senang', 'kalo', 'ubah', 'orang', 'download', 'aplikasi', 'spotify']",Negative
27_Rajendra Almas,1,9/17/2023 22:10,"mohon maaf untuk 1 bintangnya, karena terlalu banyak iklan dan iklannya suaranya terlalu keras drpd rata-rata suara lagu yg membuat mengganggu, dan juga makin lama rekomendasi lagu yang akan di putar berbeda genre dan juga bukan artis yang biasanya di putar misalnya sedang mendengarkan musik DJ atau funkot tapi lagu yang diputar selanjutnya malah galau yang membuat harus mencari lagu lagi, barusan saja artis yg tidak saya kenal di putar dari rekomendasi, tolong diperbaiki lagi!!!!",mohon maaf untuk   bintangnya karena terlalu banyak iklan dan iklannya suaranya terlalu keras drpd ratarata suara lagu yg membuat mengganggu dan juga makin lama rekomendasi lagu yang akan di putar berbeda genre dan juga bukan artis yang biasanya di putar misalnya sedang mendengarkan musik dj atau funkot tapi lagu yang diputar selanjutnya malah galau yang membuat harus mencari lagu lagi barusan saja artis yg tidak saya kenal di putar dari rekomendasi tolong diperbaiki lagi,"['mohon', 'maaf', 'untuk', 'bintangnya', 'karena', 'terlalu', 'banyak', 'iklan', 'dan', 'iklannya', 'suaranya', 'terlalu', 'keras', 'drpd', 'ratarata', 'suara', 'lagu', 'yg', 'membuat', 'mengganggu', 'dan', 'juga', 'makin', 'lama', 'rekomendasi', 'lagu', 'yang', 'akan', 'di', 'putar', 'berbeda', 'genre', 'dan', 'juga', 'bukan', 'artis', 'yang', 'biasanya', 'di', 'putar', 'misalnya', 'sedang', 'mendengarkan', 'musik', 'dj', 'atau', 'funkot', 'tapi', 'lagu', 'yang', 'diputar', 'selanjutnya', 'malah', 'galau', 'yang', 'membuat', 'harus', 'mencari', 'lagu', 'lagi', 'barusan', 'saja', 'artis', 'yg', 'tidak', 'saya', 'kenal', 'di', 'putar', 'dari', 'rekomendasi', 'tolong', 'diperbaiki', 'lagi']","['mohon', 'maaf', 'bintangnya', 'iklan', 'iklannya', 'suaranya', 'keras', 'drpd', 'ratarata', 'suara', 'lagu', 'mengganggu', 'rekomendasi', 'lagu', 'putar', 'berbeda', 'genre', 'artis', 'putar', 'mendengarkan', 'musik', 'dj', 'funkot', 'lagu', 'diputar', 'galau', 'mencari', 'lagu', 'barusan', 'artis', 'kenal', 'putar', 'rekomendasi', 'tolong', 'diperbaiki']","['mohon', 'maaf', 'bintang', 'iklan', 'iklan', 'suara', 'keras', 'drpd', 'ratarata', 'suara', 'lagu', 'ganggu', 'rekomendasi', 'lagu', 'putar', 'beda', 'genre', 'artis', 'putar', 'dengar', 'musik', 'dj', 'funkot', 'lagu', 'putar', 'galau', 'cari', 'lagu', 'barusan', 'artis', 'kenal', 'putar', 'rekomendasi', 'tolong', 'baik']",Negative
Nur Arif,5,9/14/2023 4:14,"Ketika mo bayar premium kok gagal terus seperti gak ada koneksi padahal koneksi wifi ada, pake koneksi paket data juga gagal.. sementara pulsa ada... tolong perbaiki lagi servernya",ketika mo bayar premium kok gagal terus seperti gak ada koneksi padahal koneksi wifi ada pake koneksi paket data juga gagal sementara pulsa ada tolong perbaiki lagi servernya,"['ketika', 'mo', 'bayar', 'premium', 'kok', 'gagal', 'terus', 'seperti', 'gak', 'ada', 'koneksi', 'padahal', 'koneksi', 'wifi', 'ada', 'pake', 'koneksi', 'paket', 'data', 'juga', 'gagal', 'sementara', 'pulsa', 'ada', 'tolong', 'perbaiki', 'lagi', 'servernya']","['mo', 'bayar', 'premium', 'gagal', 'gak', 'koneksi', 'koneksi', 'wifi', 'pake', 'koneksi', 'paket', 'data', 'gagal', 'pulsa', 'tolong', 'perbaiki', 'servernya']","['mo', 'bayar', 'premium', 'gagal', 'gak', 'koneksi', 'koneksi', 'wifi', 'pake', 'koneksi', 'paket', 'data', 'gagal', 'pulsa', 'tolong', 'baik', 'servernya']",Positive
Agustin Anjani,3,9/14/2023 23:37,"halo Spotify kenapa ya setiap saya sedang mendengarkan lagu tiba tiba lagunya selalu mati sendiri dengan kendala 'koneksi tidak stabil' atau semacamnya, ini sering banget terjadi. kalo bisa mohon kedepannya untuk di perbaiki lagi lebih bagus agar dapat nyaman saat mendengarkan lagu.",halo spotify kenapa ya setiap saya sedang mendengarkan lagu tiba tiba lagunya selalu mati sendiri dengan kendala koneksi tidak stabil atau semacamnya ini sering banget terjadi kalo bisa mohon kedepannya untuk di perbaiki lagi lebih bagus agar dapat nyaman saat mendengarkan lagu,"['halo', 'spotify', 'kenapa', 'ya', 'setiap', 'saya', 'sedang', 'mendengarkan', 'lagu', 'tiba', 'tiba', 'lagunya', 'selalu', 'mati', 'sendiri', 'dengan', 'kendala', 'koneksi', 'tidak', 'stabil', 'atau', 'semacamnya', 'ini', 'sering', 'banget', 'terjadi', 'kalo', 'bisa', 'mohon', 'kedepannya', 'untuk', 'di', 'perbaiki', 'lagi', 'lebih', 'bagus', 'agar', 'dapat', 'nyaman', 'saat', 'mendengarkan', 'lagu']","['halo', 'spotify', 'mendengarkan', 'lagu', 'lagunya', 'mati', 'kendala', 'koneksi', 'stabil', 'semacamnya', 'banget', 'kalo', 'mohon', 'kedepannya', 'perbaiki', 'bagus', 'nyaman', 'mendengarkan', 'lagu']","['halo', 'spotify', 'dengar', 'lagu', 'lagu', 'mati', 'kendala', 'koneksi', 'stabil', 'macam', 'banget', 'kalo', 'mohon', 'depan', 'baik', 'bagus', 'nyaman', 'dengar', 'lagu']",Negative
Lyliann,1,9/14/2023 14:49,"Ribet cukkk... Gw paham sih harus premium biar ada bedanya tapi apa gk lebay klo kita sampe dibatesin buat muter lagu lain, mana yg diputer lagu yg gk dikenal lagi, trs sialannya lagi di apk gw cuma bisa muter satu playlist doang itu juga yg paling sering diputer yg lainnya gk bisa kek di layar lagi diputer tapi gk ada suara yg keluar padahal sinyal gw juga gk ada masalah... Makin pelit anjir",ribet cukkk gw paham sih harus premium biar ada bedanya tapi apa gk lebay klo kita sampe dibatesin buat muter lagu lain mana yg diputer lagu yg gk dikenal lagi trs sialannya lagi di apk gw cuma bisa muter satu playlist doang itu juga yg paling sering diputer yg lainnya gk bisa kek di layar lagi diputer tapi gk ada suara yg keluar padahal sinyal gw juga gk ada masalah makin pelit anjir,"['ribet', 'cukkk', 'gw', 'paham', 'sih', 'harus', 'premium', 'biar', 'ada', 'bedanya', 'tapi', 'apa', 'gk', 'lebay', 'klo', 'kita', 'sampe', 'dibatesin', 'buat', 'muter', 'lagu', 'lain', 'mana', 'yg', 'diputer', 'lagu', 'yg', 'gk', 'dikenal', 'lagi', 'trs', 'sialannya', 'lagi', 'di', 'apk', 'gw', 'cuma', 'bisa', 'muter', 'satu', 'playlist', 'doang', 'itu', 'juga', 'yg', 'paling', 'sering', 'diputer', 'yg', 'lainnya', 'gk', 'bisa', 'kek', 'di', 'layar', 'lagi', 'diputer', 'tapi', 'gk', 'ada', 'suara', 'yg', 'keluar', 'padahal', 'sinyal', 'gw', 'juga', 'gk', 'ada', 'masalah', 'makin', 'pelit', 'anjir']","['ribet', 'cukkk', 'paham', 'premium', 'biar', 'bedanya', 'gk', 'lebay', 'klo', 'sampe', 'dibatesin', 'muter', 'lagu', 'diputer', 'lagu', 'gk', 'dikenal', 'trs', 'sialannya', 'apk', 'muter', 'playlist', 'doang', 'diputer', 'gk', 'kek', 'layar', 'diputer', 'gk', 'suara', 'sinyal', 'gk', 'pelit', 'anjir']","['ribet', 'cukkk', 'paham', 'premium', 'biar', 'beda', 'gk', 'lebay', 'klo', 'sampe', 'dibatesin', 'muter', 'lagu', 'puter', 'lagu', 'gk', 'kenal', 'trs', 'sial', 'apk', 'muter', 'playlist', 'doang', 'puter', 'gk', 'kek', 'layar', 'puter', 'gk', 'suara', 'sinyal', 'gk', 'pelit', 'anjir']",Negative
Dona Lerawati,3,9/14/2023 10:53,"Ini spotify gimana sih? Giliran belum premium iklan nya ganggu, mau di premiumin malah di persulit selalu muncul tulisan ""tidak terhubung, coba lagi"" padahal sinyal kuat, kuota juga ada. Tolong buat pendengar lebih nyaman ya.. Dikurangin dulu bintang nya",ini spotify gimana sih giliran belum premium iklan nya ganggu mau di premiumin malah di persulit selalu muncul tulisan tidak terhubung coba lagi padahal sinyal kuat kuota juga ada tolong buat pendengar lebih nyaman ya dikurangin dulu bintang nya,"['ini', 'spotify', 'gimana', 'sih', 'giliran', 'belum', 'premium', 'iklan', 'nya', 'ganggu', 'mau', 'di', 'premiumin', 'malah', 'di', 'persulit', 'selalu', 'muncul', 'tulisan', 'tidak', 'terhubung', 'coba', 'lagi', 'padahal', 'sinyal', 'kuat', 'kuota', 'juga', 'ada', 'tolong', 'buat', 'pendengar', 'lebih', 'nyaman', 'ya', 'dikurangin', 'dulu', 'bintang', 'nya']","['spotify', 'gimana', 'giliran', 'premium', 'iklan', 'ganggu', 'premiumin', 'persulit', 'muncul', 'tulisan', 'terhubung', 'coba', 'sinyal', 'kuat', 'kuota', 'tolong', 'pendengar', 'nyaman', 'dikurangin', 'bintang']","['spotify', 'gimana', 'gilir', 'premium', 'iklan', 'ganggu', 'premiumin', 'sulit', 'muncul', 'tulis', 'hubung', 'coba', 'sinyal', 'kuat', 'kuota', 'tolong', 'dengar', 'nyaman', 'rangin', 'bintang']",Negative
Budie Aja,5,9/13/2023 6:34,"Alhamdulillah aplikasi ini dh ada dalam hp samsung yang q miliki, tinggal pilih cari musik/ceramah ustadz-ustadz yg diinginkan baik dlm keadaan offline pun tetap bisa didengar. Baarakallaahu fiikum kpda pihak penyelenggara aplikasi ini. Semoga tetap dipertahankan mutu & kualitas maupun kuantitas nya, untuk kenyamanan pendengar yang men-download aplikasi ini. Aamiin",alhamdulillah aplikasi ini dh ada dalam hp samsung yang   miliki tinggal pilih cari musikceramah ustadzustadz yg diinginkan baik dlm keadaan offline pun tetap bisa didengar baarakallaahu fiikum kpda pihak penyelenggara aplikasi ini semoga tetap dipertahankan mutu  kualitas maupun kuantitas nya untuk kenyamanan pendengar yang mendownload aplikasi ini aamiin,"['alhamdulillah', 'aplikasi', 'ini', 'dh', 'ada', 'dalam', 'hp', 'samsung', 'yang', 'miliki', 'tinggal', 'pilih', 'cari', 'musikceramah', 'ustadzustadz', 'yg', 'diinginkan', 'baik', 'dlm', 'keadaan', 'offline', 'pun', 'tetap', 'bisa', 'didengar', 'baarakallaahu', 'fiikum', 'kpda', 'pihak', 'penyelenggara', 'aplikasi', 'ini', 'semoga', 'tetap', 'dipertahankan', 'mutu', 'kualitas', 'maupun', 'kuantitas', 'nya', 'untuk', 'kenyamanan', 'pendengar', 'yang', 'mendownload', 'aplikasi', 'ini', 'aamiin']","['alhamdulillah', 'aplikasi', 'dh', 'hp', 'samsung', 'miliki', 'tinggal', 'pilih', 'cari', 'musikceramah', 'ustadzustadz', 'dlm', 'offline', 'didengar', 'baarakallaahu', 'fiikum', 'kpda', 'penyelenggara', 'aplikasi', 'semoga', 'dipertahankan', 'mutu', 'kualitas', 'kuantitas', 'kenyamanan', 'pendengar', 'mendownload', 'aplikasi', 'aamiin']","['alhamdulillah', 'aplikasi', 'dh', 'hp', 'samsung', 'milik', 'tinggal', 'pilih', 'cari', 'musikceramah', 'ustadzustadz', 'dlm', 'offline', 'dengar', 'baarakallaahu', 'fiikum', 'kpda', 'selenggara', 'aplikasi', 'moga', 'tahan', 'mutu', 'kualitas', 'kuantitas', 'nyaman', 'dengar', 'mendownload', 'aplikasi', 'aamiin']",Positive
Pramasbanyu Al muharom,4,9/12/2023 21:11,"Aplikasinya sudah bagus, cuma kurang yang di playlist (favorit) ga bisa urut lagunya. soalnya kalo mutar lagu suka ke mana mana. Sudah itu aja selebihnya bagus kok",aplikasinya sudah bagus cuma kurang yang di playlist favorit ga bisa urut lagunya soalnya kalo mutar lagu suka ke mana mana sudah itu aja selebihnya bagus kok,"['aplikasinya', 'sudah', 'bagus', 'cuma', 'kurang', 'yang', 'di', 'playlist', 'favorit', 'ga', 'bisa', 'urut', 'lagunya', 'soalnya', 'kalo', 'mutar', 'lagu', 'suka', 'ke', 'mana', 'mana', 'sudah', 'itu', 'aja', 'selebihnya', 'bagus', 'kok']","['aplikasinya', 'bagus', 'playlist', 'favorit', 'ga', 'urut', 'lagunya', 'kalo', 'mutar', 'lagu', 'suka', 'aja', 'selebihnya', 'bagus']","['aplikasi', 'bagus', 'playlist', 'favorit', 'ga', 'urut', 'lagu', 'kalo', 'mutar', 'lagu', 'suka', 'aja', 'lebih', 'bagus']",Positive
Rizky Abdillah,2,9/12/2023 15:13,"Ini Bug atau bukan saya nggak tau, yg jelas ini menganggu. Kadang saat saya Masuk ke Spotify malah mode offline, padahal saat saya tes ke apk lainnya aman Aman saja GK ada kendala sedikit pun. Mohon dong di perbaiki menganggu banget ini. Entah kenapa sehabis saya Beli premium jadi seperti ini.",ini bug atau bukan saya nggak tau yg jelas ini menganggu kadang saat saya masuk ke spotify malah mode offline padahal saat saya tes ke apk lainnya aman aman saja gk ada kendala sedikit pun mohon dong di perbaiki menganggu banget ini entah kenapa sehabis saya beli premium jadi seperti ini,"['ini', 'bug', 'atau', 'bukan', 'saya', 'nggak', 'tau', 'yg', 'jelas', 'ini', 'menganggu', 'kadang', 'saat', 'saya', 'masuk', 'ke', 'spotify', 'malah', 'mode', 'offline', 'padahal', 'saat', 'saya', 'tes', 'ke', 'apk', 'lainnya', 'aman', 'aman', 'saja', 'gk', 'ada', 'kendala', 'sedikit', 'pun', 'mohon', 'dong', 'di', 'perbaiki', 'menganggu', 'banget', 'ini', 'entah', 'kenapa', 'sehabis', 'saya', 'beli', 'premium', 'jadi', 'seperti', 'ini']","['bug', 'nggak', 'tau', 'menganggu', 'kadang', 'masuk', 'spotify', 'mode', 'offline', 'tes', 'apk', 'aman', 'aman', 'gk', 'kendala', 'mohon', 'perbaiki', 'menganggu', 'banget', 'sehabis', 'beli', 'premium']","['bug', 'nggak', 'tau', 'menganggu', 'kadang', 'masuk', 'spotify', 'mode', 'offline', 'tes', 'apk', 'aman', 'aman', 'gk', 'kendala', 'mohon', 'baik', 'menganggu', 'banget', 'habis', 'beli', 'premium']",Negative
Elmi Nurina,2,9/10/2023 7:55,"Udah beli paket premium.. pembayaran sudah berhasil,,, dan saldo sudah terpotong. Tp masih paket gratisss... jd masih ada iklan salah memutar bberapa lagu.. 😏😏",udah beli paket premium pembayaran sudah berhasil dan saldo sudah terpotong tp masih paket gratisss jd masih ada iklan salah memutar bberapa lagu   ,"['udah', 'beli', 'paket', 'premium', 'pembayaran', 'sudah', 'berhasil', 'dan', 'saldo', 'sudah', 'terpotong', 'tp', 'masih', 'paket', 'gratisss', 'jd', 'masih', 'ada', 'iklan', 'salah', 'memutar', 'bberapa', 'lagu']","['udah', 'beli', 'paket', 'premium', 'pembayaran', 'berhasil', 'saldo', 'terpotong', 'paket', 'gratisss', 'jd', 'iklan', 'salah', 'memutar', 'bberapa', 'lagu']","['udah', 'beli', 'paket', 'premium', 'bayar', 'hasil', 'saldo', 'potong', 'paket', 'gratisss', 'jd', 'iklan', 'salah', 'putar', 'bberapa', 'lagu']",Negative
Surya Aimin,2,9/10/2023 19:37,"Overall bagus, tolong keluhan orang orang dibaca dan dibalas juga ya kak. Aku cuman mau kasih saran ajaa. Beberapa fitur kemaren jangan di ilangin dong kak, untuk iklan mah gapapa deh, asal kayak skip lagu tanpa batas, pengulangan lagu, dll jangan di ilangin deh kak, selebihnya bagus. Terimakasih kak🙏",overall bagus tolong keluhan orang orang dibaca dan dibalas juga ya kak aku cuman mau kasih saran ajaa beberapa fitur kemaren jangan di ilangin dong kak untuk iklan mah gapapa deh asal kayak skip lagu tanpa batas pengulangan lagu dll jangan di ilangin deh kak selebihnya bagus terimakasih kak ,"['overall', 'bagus', 'tolong', 'keluhan', 'orang', 'orang', 'dibaca', 'dan', 'dibalas', 'juga', 'ya', 'kak', 'aku', 'cuman', 'mau', 'kasih', 'saran', 'ajaa', 'beberapa', 'fitur', 'kemaren', 'jangan', 'di', 'ilangin', 'dong', 'kak', 'untuk', 'iklan', 'mah', 'gapapa', 'deh', 'asal', 'kayak', 'skip', 'lagu', 'tanpa', 'batas', 'pengulangan', 'lagu', 'dll', 'jangan', 'di', 'ilangin', 'deh', 'kak', 'selebihnya', 'bagus', 'terimakasih', 'kak']","['overall', 'bagus', 'tolong', 'keluhan', 'orang', 'orang', 'dibaca', 'dibalas', 'kak', 'cuman', 'kasih', 'saran', 'ajaa', 'fitur', 'kemaren', 'ilangin', 'kak', 'iklan', 'mah', 'gapapa', 'deh', 'kayak', 'skip', 'lagu', 'batas', 'pengulangan', 'lagu', 'dll', 'ilangin', 'deh', 'kak', 'selebihnya', 'bagus', 'terimakasih', 'kak']","['overall', 'bagus', 'tolong', 'keluh', 'orang', 'orang', 'baca', 'balas', 'kak', 'cuman', 'kasih', 'saran', 'ajaa', 'fitur', 'kemaren', 'ilangin', 'kak', 'iklan', 'mah', 'gapapa', 'deh', 'kayak', 'skip', 'lagu', 'batas', 'ulang', 'lagu', 'dll', 'ilangin', 'deh', 'kak', 'lebih', 'bagus', 'terimakasih', 'kak']",Negative
Ajzatnika channel,1,8/31/2023 7:16,"3 minggu pemakaian pertama lancar, enak banget dipake. Makin kesini sering muncul iklan, beres satu lagu lngsung iklan, mana iklannya lama gk bisa di skip. Jengkel banget, yg lebih parah lagi kalo gak berbayar ke premium musiknya diputar secara acak",  minggu pemakaian pertama lancar enak banget dipake makin kesini sering muncul iklan beres satu lagu lngsung iklan mana iklannya lama gk bisa di skip jengkel banget yg lebih parah lagi kalo gak berbayar ke premium musiknya diputar secara acak,"['minggu', 'pemakaian', 'pertama', 'lancar', 'enak', 'banget', 'dipake', 'makin', 'kesini', 'sering', 'muncul', 'iklan', 'beres', 'satu', 'lagu', 'lngsung', 'iklan', 'mana', 'iklannya', 'lama', 'gk', 'bisa', 'di', 'skip', 'jengkel', 'banget', 'yg', 'lebih', 'parah', 'lagi', 'kalo', 'gak', 'berbayar', 'ke', 'premium', 'musiknya', 'diputar', 'secara', 'acak']","['minggu', 'pemakaian', 'lancar', 'enak', 'banget', 'dipake', 'kesini', 'muncul', 'iklan', 'beres', 'lagu', 'lngsung', 'iklan', 'iklannya', 'gk', 'skip', 'jengkel', 'banget', 'parah', 'kalo', 'gak', 'berbayar', 'premium', 'musiknya', 'diputar', 'acak']","['minggu', 'pakai', 'lancar', 'enak', 'banget', 'dipake', 'kesini', 'muncul', 'iklan', 'beres', 'lagu', 'lngsung', 'iklan', 'iklan', 'gk', 'skip', 'jengkel', 'banget', 'parah', 'kalo', 'gak', 'bayar', 'premium', 'musik', 'putar', 'acak']",Negative
